judul,isi,tanggal,kategori
"Viral Video Sekelompok Pria Adu Mulut Berujung Pemukulan di Bogor, Empat Orang Terluka","BOGOR, KOMPAS.com - Sebuah rekaman video yang beredar di media sosial memperlihatkan sekelompok pria terlibat adu mulut dengan warga di Kelurahan Balumbang Jaya, Kecamatan Bogor Barat, Kota Bogor. Adu mulut tersebut berujung pada aksi pemukulan. Dalam video yang diunggah akun Instagram @bogordail, terlihat sekelompok pria mengenakan pakaian batik cek-cok dengan warga setempat. Sekelompok pria berbaju batik itu lantas mendorong dan menarik warga. Beberapa orang pun berteriak meminta para pria yang memakai baju batik pergi meninggalkan lokasi. Narasi dalam video itu menyebutkan, sekelompok pria yang melakukan aksi pemukulan itu diduga dalam pengaruh alkohol. Baca juga: Viral Video Dua Pria Adu Mulut Berujung Pemukulan di Bogor, Diduga karena Masalah Parkir “Peristiwa ini terjadi pada malam hari ketika kelompok tersebut berhenti di warung. Menurut saksi mata, saat penjaga warung menanyakan maksud kedatangan mereka, bukannya memberikan jawaban, kelompok tersebut justru menyerang penjaga warung. Penjaga warung yang menjadi korban langsung melarikan diri, namun dikejar oleh para pelaku yang dalam kondisi mabuk alkohol,” tulis keterangan dalam video. Kasat Reskrim Polresta Bogor Kota Kompol Aji Riznaldi Nugroho membenarkan kejadian tersebut.Akibat kejadian itu, empat orang disebut mengalami luka-luka. “Ada empat orang korban,""ujar Aji saat dihubungi Kompas.com, Selasa (10/9/2024). Polisi telah menerima laporan dari korban. Kini, pelaku tengah diburu. ""(Korban) Sudah melapor dan menjalani visum. Pelaku masih dalam penyelidikan,” tutur Aji. ","Kompas.com - 10/09/2024, 09:52 WIB",Megapolitan
"Sidang Kasus Timah, Perusahaan yang Diwakili Harvey Moeis Klaim Bayar Jaminan Reklamasi","JAKARTA, KOMPAS.com - Perusahaan yang diwakili Harvey Moeis, PT Refined Bangka Tin (RBT), mengeklaim selalu membayar dana jaminan reklamasi. Hal ini disampaikan manajer keuangan PT RBT Ayu Lestari Yusman saat dihadirkan Jaksa Penuntut Umum sebagai saksi dalam sidang kasus dugaan korupsi tata niaga komoditas timah yang merugikan keuangan negara Rp 300 triliun. Dalam persidangan tersebut, saksi mengungkap bahwa PT RBT telah membayar dana jaminan reklamasi sebagai bentuk tanggung jawab perusahaan terhadap pelestarian lingkungan di wilayah tambang di Bangka Belitung. Dana jaminan pemulihan lingkungan Hidup itu dibayarkan perusahaan saat mengajukan IUP wilayah pertambangan seperti amanah Pasal 43 Ayat (2) butir (a) UPPLH. ""PT RBT pernah menempatkan jaminan reklamasi setiap tahunnya,"" tutur Ayu Lestari dalam persidangan tersebut, Senin (9/9/2024), dilansir dari Tribun Jakarta. Baca juga: Perusahaan yang Diwakili Harvey Moeis Alihkan Peleburan Timah ke 3 Perusahaan Lain Namun, dia mengaku tak ingat berapa besar nominal dana jaminan yang dibayarkan tersebut. Ia hanya memastikan, nominal yang dibayarkan sudah sesuai dengan ketentuan dari Dinas Energi dan Sumber Daya Mineral (ESDM) setempat. ""Jumlahnya ratusan juta, dan dasar jumlah penempatan jaminan reklamasi berdasarkan surat dari dinas ESDM,"" kata dia. Dalam kesempatan itu, Ayu juga memastikan bahwa dalam menjalankan kegiatannya, PT RBT memperoleh bijih timah dari wilayah Izin Usaha Pertambangan (IUP) milik PT Timah. ""Bijih timah yang dipergunakan untuk kerja sama adalah bijih timah yang diperoleh langsung dari IUP PT Timah,"" sambung dia. Pernyataan tersebut sekaligus membantah tuduhan yang menyebut bahwa kegiatan pertambangan yang dilakukan, merambah kawasan hutan lindung dan merusak lingkungan. Baca juga: Smelter Disewa PT Timah, Perusahaan yang Diwakili Harvey Moeis Dapat Rp 1,1 T Dalam perkara korupsi ini, negara diduga mengalami kerugian keuangan hingga Rp 300 triliun. Harvey Moeis didakwa telah melakukan tindak pidana pencucian uang (TPPU) dari penerimaan uang Rp 420 miliar dari hasil tindak pidana korupsi. Harvey yang merupakan perpanjangan tangan PT Refined Bangka Tin (RBT) bersama dengan eks Direktur Utama PT Timah, Mochtar Riza Pahlevi Tabrani diduga mengakomodasi kegiatan pertambangan liar di wilayah IUP PT Timah untuk mendapat keuntungan. Harvey menghubungi Mochtar untuk mengakomodasi kegiatan pertambangan liar di wilayah IUP PT Timah. ","Kompas.com - 10/09/2024, 09:51 WIB",Nasional
"Ada Permen LHK, Komnas HAM Ingatkan Polisi Gunakan ""Restorative Justice"" Tangani Kasus Pejuang Lingkungan","JAKARTA, KOMPAS.com - Komisi Nasional Hak Asasi Manusia (Komnas HAM) mengingatkan kepada aparat penegak hukum termasuk kepolisian untuk menggunakan restorative justice dalam menangani perkara yang melibatkan pejuang lingkungan. Hal ini harus diterapkan seiring dengan terbitnya aturan Kementerian Lingkungan Hidup (LHK) Nomor 10 Tahun 2024 yang memberikan perlindungan hukum bagi para pejuang lingkungan hidup secara lebih rinci. ""Kami berharap ini bisa menjadi satu referensi bagi aparat penegak hukum untuk tidak mudah melakukan kriminalisasi terhadap para aktivis lingkungan,"" kata Komisioner Komnas HAM Anis Hidayah dalam pesan suara, Selasa (10/9/2024). ""Dan mengedepankan prinsip-prinsip restorative justice dalam menghadapi kasus-kasus di mana para aktivis lingkungan ini memperjuangkan hak-hak terkait dengan lingkungan di masyarakat,"" sambung dia. Baca juga: Peraturan Baru Menteri LHK: Pejuang Lingkungan Tak Bisa Dituntut dan Dibalas Anis mengatakan, Peraturan Menteri LHK ini sangat penting dan sudah ditunggu lama oleh para pejuang hak asasi manusia. Terutama para aktivis yang selama ini memperjuangkan dan melakukan advokasi untuk isu-isu lingkungan hidup, di mana selama ini mereka sering mengalami kriminalisasi, intimidasi, kekerasan dan lain sebagainya karena advokasi mereka. ""Sehingga tentu kehadiran Permen ini sangat berarti dan kami mengapresiasi teman-teman di Kementerian Lingkungan Hidup, Menteri Kementerian Lingkungan Hidup atas kebijakan yang dibuat,"" imbuh dia. Komnas HAM secara kelembagaan mengapresiasi peraturan ini dan berharap agar ada banyak sosialisasi ke seluruh elemen masyarakat termasuk pemerintah daerah hingga aparat penegak hukum, termasuk ke kampus. Anis menyebut, Komnas HAM juga akan melakukan pemantauan intens terkait implementasi aturan ini. Baca juga: Jokowi Naikkan Besaran Tukin Pegawai Setjen Komnas HAM, Berikut Rinciannya... ""Kami akan mendorong agar permen ini diimplementasikan secara efektif kedepan,"" tandasnya. Sebelumnya, pemerintah melalui Kementerian LHK menerbitkan Peraturan Menteri Nomor 10 Tahun 2024 yang memberikan perlindungan hukum bagi para pejuang lingkungan hidup secara lebih merinci. Dalam aturan ini, individu dan kelompok yang memperjuangkan hak atas lingkungan hidup yang baik dan sehat mendapatkan jaminan hukum dari ancaman tuntutan pidana dan gugatan perdata. Peraturan ini diambil sebagai langkah nyata untuk mendukung perjuangan para aktivis, organisasi lingkungan, akademisi, serta masyarakat adat yang sering terlibat dalam advokasi lingkungan. Mereka yang aktif melaporkan atau memprotes pencemaran lingkungan kini dilindungi dari berbagai bentuk tindakan balasan, termasuk kriminalisasi dan kekerasan. Baca juga: Demo di Semarang Ricuh, Komnas HAM Minta Kapolda Evaluasi Anak Buahnya yang Diduga Lakukan Kekerasan Menurut pasal 2 peraturan tersebut, setiap orang atau organisasi yang memperjuangkan lingkungan hidup secara sah dijamin tidak dapat dituntut. Hal ini mencakup individu, kelompok masyarakat, organisasi lingkungan, akademisi, hingga badan usaha. Ini merupakan implementasi dari Pasal 66 Undang-undang Nomor 32 Tahun 2009 tentang Perlindungan dan Pengelolaan Lingkungan Hidup yang sebelumnya telah mengatur hal tersebut. ","Kompas.com - 10/09/2024, 09:49 WIB",Nasional
"Laga Indonesia Vs Australia di Stadion GBK, Polisi Ingatkan Suporter Tidak Anarkistis","JAKARTA, KOMPAS.com - Kapolres Metro Jakarta Pusat Kombes Susatyo Purnomo Condro mengimbau para suporter yang akan menyaksikan pertandingan Timnas Indonesia melawan Australia di Stadion Utama Gelora Bung Karno (GBK) pada Selasa (10/9/2024) malam ini untuk menjaga situasi tetap kondusif. “Kami harap para suporter tetap santun dan tidak sampai terjadi anarkisme serta tidak melakukan perusakan pada fasilitas umum,” ujar Susatyo saat dihubungi pada Selasa. Pihak kepolisian sendiri telah mengerahkan 2.325 personel pengamanan untuk mengawal jalannya pertandingan. Baca juga: Rute Transjakarta ke GBK Saat Pertandingan Timnas Indonesia Lawan Australia  Personel tersebut merupakan tim gabungan dari TNI, Polri, dan pemerintah daerah, yang siap menjaga ketertiban selama acara berlangsung. Malam ini, pertandingan antara Indonesia dan Australia akan dilangsungkan dalam laga lanjutan Grup C Putaran Ketiga Kualifikasi Piala Dunia 2026. Kick off dijadwalkan pada pukul 19.00 WIB. Pertandingan ini merupakan laga kedua bagi Indonesia dalam babak ketiga kualifikasi Piala Dunia 2026. Baca juga: Indonesia Vs Australia, Jokowi Bakal Hadir di GBK   Pada pertandingan pertama pekan lalu, Indonesia berhasil menahan imbang Arab Saudi di Jeddah, sedangkan Australia yang bertanding di kandang sendiri kalah 0-1 melawan Bahrain. Pelatih tim nasional Indonesia, Shin Tae-yong, menyatakan bahwa skuadnya percaya diri menghadapi Australia pada laga nanti. ""Australia saat ini berada di peringkat 24 FIFA, sementara Indonesia di 133. Jadi pertandingan besok tidak mudah, tetapi kami adalah tim yang pantang menyerah,"" ujar Shin dalam konferensi pers pra-pertandingan di Stadion Utama Gelora Bung Karno (SUGBK), Jakarta, Senin (9/9/2024). ","Kompas.com - 10/09/2024, 09:43 WIB",Megapolitan
"Jelang Pelantikan, Prabowo Mulai Panggil Calon Menterinya","JAKARTA, KOMPAS.com - Enam pekan jelang pelantikan Presiden dan Wakil Presiden terpilih, Prabowo Subianto-Gibran Rakabuming Raka, proses penjaringan dan penyaringan calon menteri kabinet yang akan datang telah dimulai. Partai-partai politik yang tergabung ke dalam Koalisi Indonesia Maju (KIM) pun telah menyodorkan sejumlah nama calon menteri yang potensial bakal masuk ke dalam pemerintahan yang akan datang. Sekretaris Jenderal Partai Gerindra, Ahmad Muzani menuturkan, saat ini nama-nama yang disodorkan oleh para parpol mulai disaring. ""Di antara partai koalisi sudah mulai mengajukan nama, dan mengajukan beberapa portofolio di kementerian. Terus di antara tokoh-tokoh juga sudah mulai disebut dan sudah mulai dilakukan penjaringan dan penyaringan, pemilahan dan pemilihan,"" ujar Muzani di Gedung DPR, Senayan, Jakarta, Senin (9/9/2024). Baca juga: Jusuf Kalla Minta Prabowo Pilih Menteri yang Kuasai Bidangnya Ia memastikan bahwa Ketua Umum Partai Gerindra itu akan menyusun kabinet zaken, sebuah kabinet yang akan diisi oleh orang-orang berkompeten di bidangnya masing-masing, meskipun diusung parpol. ""Pak Prabowo ingin pemerintahan yang dipimpinnya nanti adalah zaken kabinet, di mana orang-orang yang duduk di kementerian benar-benar ahli,"" kata Muzani. Proses pemilihan, penjaringan, dan penyusunan postur pemerintahan ke depan itu, dipastikan dia, juga melibatkan Gibran. Mereka yang telah dibidik untuk menjadi menteri telah berdiskusi dengan Prabowo. Prabowo ingin mengetahui apakah mereka yang diajak berbicara dapat memahami dan mengerti, serta menyelesaikan sejumlah persoalan yang akan dihadapi ketika menjabat sebagai menteri. ""Sebagian diajak diskusi tentang bagaimana penyelesaian masalah dan problem yang dihadapi, bagaimana dia menghadapi sebaik-baiknya,"" imbuhnya.  Di tempat terpisah, Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) menyatakan, dirinya telah berkomunikasi dengan Prabowo. Ia menegaskan, akan menghormati hak prerogatifnya sebagai presiden terpilih di dalam menyusun kabinet. Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional itu mengaku siap apabila memang masih dibutuhkan Prabowo untuk mengisi kursi menteri di kabinet mendatang. “Saya siap ditempatkan dan ditugaskan di manapun. Saya tidak mau berandai-andai, kita tunggu saja apakah ataupun saatnya nanti beliau akan mengumumkannya sendiri,” kata AHY. Sementara itu, Ketua DPP Partai Solidaritas Indonesia (PSI) Cheryl Tanzil mengatakan, partainya tidak ingin membebani Prabowo dalam menyusun orang-orang yang akan mengisi kursi menteri. Baca juga: Prabowo Usung Zaken Kabinet, Harapan Baru untuk Profesionalisme Pemerintahan? Bagi PSI, menempatkan kader-kader yang memang memiliki kemampuan mumpuni dalam menduduki jabatannya, lebih penting dan menjadi fokus utama. ""Yang dilakukan PSI saat ini, menunjukkan kinerja kader-kader PSI yang mendapat kepercayaan sudah duduk di eksekutif. Bagaimana agar selama masa jabatan yang waktunya tinggal sebentar ini bagaimana bekerja dengan lebih efektif mengejar target-target,"" kata Cheryl kepada Kompas.com. ","Kompas.com - 10/09/2024, 09:43 WIB",Nasional
KWI: Terima Kasih kepada Semua yang Menyambut Bapa Suci Paus Fransiskus...,"JAKARTA, KOMPAS.com - Konferensi Waligereja Indonesia (KWI), dan Panitia Kunjungan Apostolik Paus Fransiskus di Indonesia menyampaikan terima kasih kepada semua pihak yang terlibat dalam kegiatan Bapak Suci pada 3-6 September.  “Atas nama dan bersama para Uskup KWI, saya mengucapkan terima kasih kepada seluruh panitia, relawan, semua petugas liturgi dan non-liturgi yang bekerja keras sepenuh hati selama beberapa bulan ini,” ujar Ketua KWI Mgr Antonius Subianto Bunjamin dalam keterangan tertulis pada Senin (9/9/2024).   Antonius juga menyampaikan terima kasih kepada pihak event organizer Dyandra Promosindo dan kepada vendor serta rekanan lainnya. Baca juga: Umat Katolik Indonesia: Terima Kasih Saudara Lintas Imanku... Ketua KWI menyampaikan, Paus Fransiskus sangat terkesan dengan Bangsa Indonesia. Kepada Antonius, Paus mengatakan Indonesia adalah bangsa yang penuh senyum, ramah, dan murah hati. “Terima kasih kepada tokoh budaya dan agama, teristimewa Imam Besar Masjid Istiqlal Prof Nasaruddin Umar yang menjadi tuan rumah yang penuh simpati dan membawa pesan persaudaraan. Terima kasih kepada seluruh warga yang turut menyambut Bapa Suci Paus Fransiskus sebagai tokoh kemanusiaan,” kata Antonius.   Tak lupa, Antonius menyampaikan terima kasih kepada para penanggung jawab keuskupan, komunitas, hingga media. Antonius juga menyampaikan terima kasih kepada umat yang mendukung kegiatan ini dalam bentuk donasi atau dalam bentuk materi keperluan lainnya. Baca juga:  Jadi Lektor Saat Misa Kudus Paus Fransiskus di GBK, Dustin: Ini Campur Tangan Tuhan   Baca juga: Paus Fransiskus Gunakan Mobil Terbuka Sesuai Permintaan Vatikan Saat Misa Akbar di GBK  Secara khusus, KWI berterima kasih kepada Nunsio Apostolik atau Duta Besar Tahta Suci untuk Indonesia, yaitu Mgr. Piero Pioppo dan stafnya. Antonius juga menyampaikan terima kasih kepada Pemerintah Republik Indonesia, teristimewa Bapak Presiden Joko Widodo dan seluruh Kementerian terkait.  Ucapan terima kasih juga dihaturkan kepada Otoritas Bandara Soekarno-Hatta dan jajarannya yang membuat penyambutan menjadi sangat mengesankan.   Antonius juga berterima kasih kepada Pemerintah Provinsi Jakarta yang menganjurkan warga Jakarta untuk bekerja dari rumah saat Misa Akbar diadakan pada Stadion Gelora Bung Karno (GBK) pada 5 September 2024. Atas arahan ini, misa dapat berlangsung lancar dan tertib.  Pihak KWI juga meminta maaf kepada semua pihak, terutama warga Jakarta yang aktivitasnya terganggu selama Paus berkunjung ke Indonesia. Antonius meminta maaf jika ada hal-hal tidak berkenan yang terjadi selama kunjungan Apostolik ini. ","Kompas.com - 10/09/2024, 09:31 WIB",Megapolitan
KPK Siap Kerja Sama dengan Pansus Haji Usut Dugaan Gratifikasi Pengisian Kuota Haji Khusus,"JAKARTA, KOMPAS.com - Komisi Pemberantasan Korupsi (KPK) siap bekerja sama dengan Panitia Khusus (Pansus) Haji DPR untuk mengusut kecurigaan adanya gratifikasi dalam pengisian kuota haji khusus dalam pelaksanaan Ibadah Haji 2024.  Hal tersebut disampaikan Juru Bicara KPK Tessa Mahardhika Sugiarto menanggapi Anggota Pansus Haji Marwan Jafar agar lembaga antirasuah itu dilibatkan.  ""KPK mengapresiasi upaya Pansus Haji DPR dalam melakukan investigasi lewat rapat pansus dan inspeksi mendadak. KPK juga terbuka dan siap jika Pansus Haji ingin bekerja sama mengusut dugaan dimaksud,"" kata Tessa saat dihubungi, Selasa (10/9/2024).  Baca juga: Curiga Ada Gratifikasi, Anggota Pansus Haji Minta KPK Dilibatkan  Tessa mengatakan, kerja sama tersebut penting dalam menghadirkan pelaksanaan layanan ibadah haji yang adil dan tanpa korupsi.  ""Langkah ini penting agar pemerintah dalam hal ini Kemenag dapat menghadirkan keadilan dalam pelaksanaan layanan ibadah haji tanpa korupsi,"" ujarnya.  Sebelumnya, anggota Panitia Khusus (Pansus) Haji DPR Marwan Jafar mencurigai telah terjadi tindak gratifikasi terkait pengisian kuota haji khusus pada pelaksanaan Ibadah Haji 2024.  Pasalnya, menurut Marwan, para verifikator yang dihadirkan mengatakan tidak mengetahui mengenai alokasi kuota haji khusus. Sebab, semua dikatakan berasal dari atas.  Oleh karena itu, dia meminta Pansus Haji untuk mendalami dugaan gartifikasi tersebut hingga melibatkan Komisi Pemberantasan Korupsi (KPK).  “Berarti di sini kan ada intervensi. Intervensi itu ada dua pak berupa kebijakan, penyalahgunaan wewenang atau abuse of power, bisa juga intervensi dalam pegertian yang lain terjadi gratifikasi pak,” ujar Marwan dalam rapat Panita Khusus (Pansus) Haji di kompleks MPR/DPR RI, Senin (9/9/2024), dikutip dari YouTube TVR Parlemen.  Baca juga: Ada Jemaah Haji Khusus Bayar Rp 1,1 Miliar, Pansus Haji: Ini Adil Enggak, di Mana Peran Kemenag?  Apalagi, Marwan mengatakan, ada calon jemaah yang tidak melalui masa tunggu atau masa tunggu 0 tahun. Dengan kata lain, langsung berangkat pada 2024.  “Kesaksian ibu yang dari Kalimatan Barat beberapa hari yang lalu itu sangat nyata dan tegas di situ terjadi gratifikasi pak tentang travel haji di situ dan yang memainkan ini siapa bisa jadi mohon maaf ini, bisa jadi bapak-bapak yang ada di depan kita ini. Saya yakin tidak karena kelihatannya saleh semua begini, tapi bisa jadi staf khusus misalnya. Staf khusus ini kan tangannya ke mana-mana pak,” katanya.  Atas dasar itu, Marwan meminta Pansus Haji memperdalam dugaan tindak pidana korupsi itu juga. Sehingga, meminta KPK dilibatkan dalam prosesnya.  “Pak ketua saya mengusulkan bahwa sebaiknya dalam pansus ini kita didampingi oleh KPK. Karena KPK saya kira juga tahu banyak soal hal ini, meskipun mereka juga diam. Tapi sebetulnya diam-diam juga tahu banyak data-datanya,” ujar Marwan.  Baca juga: Kemenag Akui Ada Ribuan Jemaah Haji Khusus Berangkat Tanpa Antre  Namun, Ketua Pansus Haji DPR Nusron Wahid menganggap bahwa KPK tidak perlu dilibatkan dalam proses yang berlangsung di DPR.  ""Enggak usah didampingi (KPK) Pak Marwan, mereka sudah kerja masing-masing, punya tupoksi (tugas, pokok, dan fungsi)-nya masing-masing,” kata Nusron. ","Kompas.com - 10/09/2024, 09:26 WIB",Nasional
Pemulangan 3 Pelaku Pemerkosa dan Pembunuhan Siswi SMP di Palembang Tuai Pro dan Kontra," JAKARTA, KOMPAS.com - Pemulangan tiga pelaku pemerkosa dan pembunuhan AA (13), siswi SMP di Palembang, Sumatera Utara, menuai pro dan kontra. Ketiga pelaku,MZ (13), NS (12), dan AS (12), diketahui masih di bawah umur. Mereka diduga membantu IS (16), tersangka utama dalam perkara ini, yang diduga sakit hati terhadap AA sehingga mengeksekusinya. Saat ini, IS masih ditahan aparat kepolisian. Adapun ketiga pelaku lainnya sebelumnya sempat dibawa ke panti rehabilitasi anak di Ogan Ilir, usai diperiksa aparat kepolisian, sebelum akhirnya dipulangkan kepada orangtua masing-masing. Pakar hukum pidana Universitas Trisakti, Abdul Fickar Hajar menilai, keputusan polisi memulangkan MZ, NS dan AS sudah tepat. Di dalam Undang-Undang Peradilan Anak, ada istilah anak yang berhadapan dengan hukum. Baca juga: Pemerhati Anak: Kasus Pemerkosaan di Palembang Harus Diselesaikan Maksimal 3 Bulan Ia menjelaskan, seorang anak dapat diadili di hadapan hukum apabila mereka berusia 9 sampai 18 tahun kurang satu hari. “Itu disebut anak yang berhadapan dengan hukum. Nah, selanjutnya anak yang berhadapan dengan hukum itu 9 tahun sampai 12 tahun pertanggungjawabannya dibebankan kepada orang tua atau walinya,” kata Abdul Fickar saat dihubungi Kompas.com, Senin (9/9/2024). “Tetapi yang usia 12 sampai 18 tahun itu sudah bisa dipertanggungjawabkan sendiri. Artinya dia bertanggungjawab di depan hukum dengan sendirinya,” tambahnya. Selain itu, sistem penghukuman anak-anak berhadapan dengan hukum dengan orang dewasa pun berbeda. Jika orang dewasa yang melakukan kejahatan dapat diganjar hukuman maksimal 20 tahun penjara hingga hukuman mati, tidak demikian dengan anak-anak. Baca juga: Kasus Pemerkosaan di Palembang, Praktisi Pendidikan Ingatkan Peran Orangtua “Jadi, kalau maksimal penjara itu kan 20 tahun maka kalau dia dijatuhi seharusnya seumur hidup, jadi separuhnya atau 10 tahun. Nah begitu Nah itu keistimewaan anak- anak itu,” ujarnya. Di sisi lain, proses peradilannya juga berbeda. Dalam peradilan anak, sidang dilakukan secara tertutup dan hanya dapat dihadiri oleh pihak terkait, seperti saksi dan orangtuanya. Namun, menurut Sekretaris Jenderal Federasi Serikat Guru Indonesia (FSGI) dan pemerhati anak, Retno Listyarti, ketiga pelaku yang dipulangkan seharusnya tetap dapat ditahan selama menjalani proses hukum. Menurutnya, anak-anak tersebut seharusnya dititipkan ke panti rehabilitasi guna memberikan efek jera sekaligus memulihkan psikologi mereka. ""Sebaiknya polisi tidak mengambil tindakan untuk memulangkan tersangka ke orangtua. Lebih baik mereka ditempatkan di balai rehabilitasi yang memiliki psikolog dan pekerja sosial,” kata Retno kepada Kompas.com, Senin (9/9/2024). Baca juga: Pemerkosa Siswi SMP di Palembang Dipulangkan, Pemerhati Anak: Bisa Timbulkan Kemarahan “Di sana, mereka bisa memahami kesalahannya dan mendapat penanganan yang tepat,"" tambah dia. Retno menjelaskan bahwa balai rehabilitasi dapat membantu tersangka melalui program pemulihan psikologis, termasuk mengatasi potensi kecanduan pornografi. ","Kompas.com - 10/09/2024, 09:20 WIB",Nasional
Daftar Rute Transjakarta yang Jam Operasionalnya Diperpanjang Hari Ini,"KOMPAS.com -Transjakarta memperpanjang jam operasional beberapa rute hingga pukul 23.00 WIB pada hari ini, Selasa, 10 September 2024. Perpanjangan jam operasional ini dilakukan sehubungan dengan adanya pertandingan sepak bola World Cup Qualifier: Indonesia vs Australia di Stadion Gelora Bung Karno. Adapun beberapa rute yang mengalami perpanjangan jam operasional ini terhubung dengan Halte Senayan Bank DKI. Halte Senayan Bank DKI merupakan halte yang dulunya dikenal dengan Halte Gelora Bung Karno (GBK). Untuk memudahkan, berikut ini sejumlah rute yang jam operasionalnya diperpanjang khusus pada tanggal 10 September 2024 ini. Baca juga: Transjakarta Ubah Nama Halte Simpang Ragunan Jadi Simpang Ragunan Ar Raudhah ","Kompas.com - 10/09/2024, 09:16 WIB",Megapolitan
Taktik Faldo Maldini Berlaga pada Pilkada Tangerang: Patuh Petuah Jokowi dan Tiru Gibran,"TANGERANG, KOMPAS.com - Bakal calon wali kota Tangerang Faldo Maldini mendapat sejumlah pesan dari elite Istana terkait pencalonannya pada Pilkada 2024. Bukan hanya Presiden Joko Widodo yang memberikan petuah, Sekretaris Negara Pratikno juga sempat menyampaikan wejangan ke politikus Partai Solidaritas Indonesia (PSI) itu. Selain mendengar nasihat Jokowi dan Pratikno, Faldo mengaku belajar dari sosok wakil presiden terpilih RI, Gibran Rakabuming Raka. Faldo bercerita, Jokowi berpesan agar dia tidak melakukan kampanye besar-besaran pada Pilkada Kota Tangerang. Jokowi menyarankan Faldo blusukan ke kampung-kampung untuk mencari tahu dan mendengar langsung persoalan warga Kota Tangerang. ""Mas Faldo enggak usah kampanye gede-gede, grande-grande, Mas Faldo cukup masuk dari kampung ke kampung, blusukan, dan itu harus dijalankan belasan kali sehari,” ujar Faldo dalam program Gaspol! Kompas.com, Jumat (6/9/2024). Baca juga: Faldo Bakal Jalani Pesan Jokowi dan Pratikno untuk Maksimalkan Kesempatan di Pilwalkot Tangerang Cara itu pun langsung diikuti oleh Faldo. Dia yang berpasangan dengan politikus Partai Nasdem Fadlin Akbar pada Pilkada Kota Tangerang sudah melakukan blusukan belasan kali setiap hari. Setiap hari, Faldo dan Fadlin blusukan secara terpisah ke kampung-kampung di Kota Tangerang. “Memang begitu yang kami lakukan karena itu arahan orang yang menang dan tidak pernah kalah. Win rate-nya 100 persen,” kata dia. Sementara, Mensesneg Pratikno berpesan agar Faldo bekerja lebih keras dan rajin kampanye agar lebih dikenal warga Tangerang. Diketahui, Faldo merupakan Staf Khusus Mensesneg Pratikno yang menjabat sejak Juli 2021. Faldo baru mundur usai mendaftar Pilkada Kota Tangerang 2024 ke Komisi Pemilihan Umum Daerah (KPUD) pada 29 Agustus 2024. ""Pak Pratikno pesannya sama (dengan Jokowi). ‘Yaudah kampanye sono, kerja keras, ini bukan kesempatan yang mudah karenakan tidak banyak’,"" kata dia mengingat pesan Pratikno. Faldo juga mengaku banyak belajar cara blusukan Gibran Rakabuming Raka. Katanya, ia mempelajari gestur hingga cara jalan Gibran saat bertemu warga. ""Jago, lihai, respect aku sama dia (Gibran). I learn,"" ujar Faldo. Faldo menilai, Gibran sangat lihai dalam blusukan. Putra sulung Presiden Joko Widodo itu dinilai mampu mengatur waktu yang tepat berbicara dengan warga. ","Kompas.com - 10/09/2024, 09:16 WIB",Megapolitan
